execid,year,gvkey,exec_fullname,co_per_rol,bonus,eip_unearn_val,option_awards_blk_value,opt_unex_exer_est_val,opt_unex_unexer_est_val,salary,shrown_excl_opts,stock_awards_fv,tdc1
10038,2015,014256,Tunc Doluca,9279,160,4378.5,,4996.939,3255.707,590,1316.763,4285.25,5891.095
10038,2016,014256,Tunc Doluca,9279,0,4313.632,,7543.165,1981.034,600,1408.853,2778.574,4854.605
10038,2017,014256,Tunc Doluca,9279,0,8546.814,,7857.715,1422.9,660,1467.159,3772.23,6584.119
10038,2018,014256,Tunc Doluca,9279,0,0,,5185,0,700,1266.496,4919.967,8085.05
10038,2019,014256,Tunc Doluca,9279,0,0,,5382.2,0,800,1515.373,7004.785,9143.785
10038,2020,014256,Tunc Doluca,9279,0,14514.656,,0,0,825,1424.937,5232.479,7330.479
10038,2021,014256,Tunc Doluca,9279,0,18682.067,,0,0,825,1219.916,5656.888,8559.888
10075,2015,180711,Hock E. Tan,49437,0,0,,119132.071,120939.5,910.461,99.563,0,4025.768
10075,2016,180711,Hock E. Tan,49437,0,20574.408,,229273.392,107449.438,1011.662,109.616,21656.268,24692.047
10075,2017,180711,Hock E. Tan,49437,0,0,,503921.992,39611.25,1100,105.327,99344.543,104232.863
10075,2018,180711,Hock E. Tan,49437,0,90074.16,,374975.502,0,1121.154,109.088,0,5042.937
10075,2019,180711,Hock E. Tan,49437,0,0,,492186.081,0,1100,224.605,0,2366.888
10075,2020,180711,Hock E. Tan,49437,0,210883.53,,92806.25,0,1171.154,217.832,0,3695.852
10075,2021,180711,Hock E. Tan,49437,0,95381.598,,0,0,1200,250.677,54056.808,60703.627
10075,2022,180711,Hock E. Tan,49437,0,163646.099,,0,0,1200,260.514,53913.448,60606.971
10075,2023,180711,Hock E. Tan,49437,0,0,,0,0,1200,209.796,160540,161826.161
10075,2024,180711,Hock E. Tan,49437,0,1689200,,0,0,1226.374,1844.746,0,2634.542
10075,2025,180711,Hock E. Tan,49437,0,3921966.877,,0,0,1200,978.474,202351.08,205278.006
12812,2015,177287,Bruce C. Cozadd,64982,0,0,,12758.297,4397.543,869.616,206.877,4870.279,10677.462
12812,2016,177287,Bruce C. Cozadd,64982,0,0,,10863.721,297.005,917.308,230.403,3824.157,8770.972
12812,2017,177287,Bruce C. Cozadd,64982,0,0,,16032.113,0,950.385,209.142,4711.828,10304.61
12812,2018,177287,Bruce C. Cozadd,64982,0,0,,14032.453,13.563,979.285,209.915,5204.786,11443.133
12812,2019,177287,Bruce C. Cozadd,64982,0,0,,21866.4,2042.086,1014.415,223.383,7001.495,14713.637
12812,2020,177287,Bruce C. Cozadd,64982,0,0,,29309.452,9308.432,1085.123,213.666,5881.195,12573.3
12812,2021,177287,Bruce C. Cozadd,64982,0,4632.901,,12461.208,1006.963,1077.254,235.403,13414.116,15679.311
12812,2022,177287,Bruce C. Cozadd,64982,0,20063.661,,13075.796,1852.574,1199.169,279.643,14873.643,17325.618
12812,2023,177287,Bruce C. Cozadd,64982,0,13832.826,,1760.548,88.777,1196.621,315.956,16973.947,19418.637
12812,2024,177287,Bruce C. Cozadd,64982,0,17581.14,,1875.05,0,1203.514,340.962,5964.72,8692.497
13950,2015,150937,Stephen James Luczo,26698,0,25204.6,,2149.837,4529.23,1200.056,1426.969,7555.14,11647.291
13950,2016,150937,Stephen James Luczo,26698,0,7098.247,,457.016,0,1246.212,1839.935,7339.381,10420.844
13950,2017,150937,Stephen James Luczo,26698,0,9595.818,,3628.671,0,1200.056,1309.578,0,3136.738
13950,2018,150937,Stephen James Luczo,26698,0,8005.3,,851.28,386.946,853.864,1449.317,5659.958,7842.811
13950,2019,150937,Stephen James Luczo,26698,0,0,,0,0,265.387,1068.148,0,381.733
14024,2015,024975,"Aart J. de Geus, Ph.D.",13604,0,1472.461,,11859.388,3241.14,500,712.063,1250.03,4919.139
14024,2016,024975,"Aart J. de Geus, Ph.D.",13604,0,2258.394,,14392.142,5048.718,500,615.143,1749.994,5715.052
14024,2017,024975,"Aart J. de Geus, Ph.D.",13604,0,0,,0,0,525,560.51,1849.978,6652.152
14024,2018,024975,"Aart J. de Geus, Ph.D.",13604,0,2226.372,,24351.217,5725.329,535.1,508.021,2249.988,7432.836
14024,2019,024975,"Aart J. de Geus, Ph.D.",13604,0,6739.672,,42363.951,12735.902,540,503.234,5562.554,9627.625
14024,2020,024975,"Aart J. de Geus, Ph.D.",13604,0,6241.13,,70616.824,19327.118,540,479.789,2300.041,6768.566
14024,2021,024975,"Aart J. de Geus, Ph.D.",13604,0,6481.684,,95341.607,20946.851,540,404.27,5250.326,9974.985
14024,2022,024975,"Aart J. de Geus, Ph.D.",13604,0,3600.077,,53089.077,5932.663,540,417.66,5167.367,10058.496
14024,2023,024975,"Aart J. de Geus, Ph.D.",13604,0,0,,68658.221,7277.63,678.75,429.068,7540.58,12681.076
14024,2024,024975,"Aart J. de Geus, Ph.D.",13604,0,15083.884,,45659.792,3501.569,725,439.937,6234.467,8963.36
14024,2025,024975,"Aart J. de Geus, Ph.D.",13604,0,2059.889,,33074.978,900.656,359.615,442.258,3580.688,5184.942
14027,2015,024975,"Chi-Foon Chan, Ph.D.",13607,0,1472.461,,1701.887,3157.402,500,199.738,1250.03,4917.215
14027,2016,024975,"Chi-Foon Chan, Ph.D.",13607,0,2258.394,,5076.851,5048.718,500,211.486,1749.994,5713.128
14027,2017,024975,"Chi-Foon Chan, Ph.D.",13607,0,0,,788.919,3418.589,525,212.853,1849.978,6652.152
14027,2018,024975,"Chi-Foon Chan, Ph.D.",13607,0,2226.372,,21231.896,5725.329,535.1,214.218,2249.988,7433.124
14027,2019,024975,"Chi-Foon Chan, Ph.D.",13607,0,6739.672,,45985.437,12735.902,540,209.322,5562.554,9628.307
14027,2020,024975,"Chi-Foon Chan, Ph.D.",13607,0,6241.13,,39081.833,19327.118,540,190.162,2300.041,6769.666
14027,2021,024975,"Chi-Foon Chan, Ph.D.",13607,0,6481.684,,25788.281,20946.851,540,167.653,5250.326,9976.485
14027,2022,024975,"Chi-Foon Chan, Ph.D.",13607,0,0,,0,0,336.462,155.12,0,359.853
14085,2015,007346,James J. Peterson,22558,0,3717.82,,0,0,735,192.748,5837.575,7421.663
14085,2016,007346,James J. Peterson,22558,0,64737.4,,0,0,805,262.511,27107.28,27958.781
14085,2017,007346,James J. Peterson,22558,0,48912.795,,0,0,805,213.498,864.32,3546.776
14274,2015,010499,Richard K. Templeton,13869,0,0,,74862.868,13738.509,1140.25,1151.608,4900.017,14911.852
14274,2016,010499,Richard K. Templeton,13869,0,0,,90476.323,31156.797,1164.083,376.679,4900.048,14972.465
14274,2017,010499,Richard K. Templeton,13869,0,0,,0,8400.426,1188.004,858.458,5500.01,16380.444
14274,2018,010499,Richard K. Templeton,13869,0,0,,119447.292,19225.396,1131.252,829.955,6000.091,17576.224
14274,2019,010499,Richard K. Templeton,13869,3550,0,,176296.327,27953.186,1295.833,696.467,6500.045,18431.219
14274,2020,010499,Richard K. Templeton,13869,3745,0,,216300.824,35793.409,1336.667,570.506,6500.027,18857.221
14274,2021,010499,Richard K. Templeton,13869,4125,0,,203509.981,31564.371,1376.667,459.38,6500.124,19195.411
14274,2022,010499,Richard K. Templeton,13869,4550,0,,173197.431,8889.73,1430.417,462.437,7500.048,21629.586
14274,2023,010499,Richard K. Templeton,13869,2000,0,,190896.569,2636.566,808.75,465.69,8750.092,20892.318
14274,2024,010499,Richard K. Templeton,13869,1000,0,,164979.196,5835.548,600,470.918,3750.041,9487.857
14274,2025,010499,Richard K. Templeton,13869,0,0,,79912.368,455.232,600,469.162,3750.139,8288.371
14287,2015,061600,"Josef H. von Rickenbach, Ph.D.",13882,400.435,445.861,,1202.842,4958.551,933.6,521.13,2079.46,5356.544
14287,2016,061600,"Josef H. von Rickenbach, Ph.D.",13882,679.4,595.285,,4007.161,1744.787,966.874,536.353,1984.292,5765.573
14304,2015,061676,"Robert M. Calderoni, CPA",53275,0,3604.874,,0,0,430.556,112.293,18517.329,19894.514
14304,2016,061676,"Robert M. Calderoni, CPA",53275,0,4255.8,,0,0,1000,147.134,0,1144.835
14304,2017,061676,"Robert M. Calderoni, CPA",53275,0,0,,0,0,659.722,63.382,7999.967,8674.447
14304,2021,061676,"Robert M. Calderoni, CPA",53275,500,0,,0,0,250,190.739,19035.805,20348.319
15587,2015,184725,Richard L. Clemmer,66375,1530.511,0,,0,0,1273.33,4188.683,0,4512.657
15587,2016,184725,Richard L. Clemmer,66375,546.815,0,,0,0,1263.58,4553.772,0,3434.463
15587,2017,184725,Richard L. Clemmer,66375,0,0,,0,6422.383,1291.625,563.679,0,3845.829
15587,2018,184725,Richard L. Clemmer,66375,0,0,,379.424,11.612,1369.73,563.679,0,5036.19
15587,2019,184725,Richard L. Clemmer,66375,0,149358.827,,7833.308,0,1345.2,848.878,17455.843,20558.002
15587,2020,184725,Richard L. Clemmer,66375,0,158509.437,,12238.112,0,1275.311,272.647,0,2256.509
15620,2015,031607,"James J. Truchard, Ph.D.",15342,0,0,,0,0,0.001,22221.764,0,0.001
15620,2016,031607,"James J. Truchard, Ph.D.",15342,0,0,,0,0,0.001,21019.425,0,18.234
17260,2015,001327,David J. Aldrich,17159,0,0,,13410.778,16976.304,771.635,236.802,4603.19,10158.055
17260,2016,001327,David J. Aldrich,17159,0,0,,3991.89,7343.434,822.981,171.02,3720.25,7015.382
17260,2017,001327,David J. Aldrich,17159,0,0,,9841.284,7234.929,800,161.965,4802.996,7924.789
17260,2018,001327,David J. Aldrich,17159,0,0,,3271.4,0,486.154,220.883,6636.938,10813.609
18070,2015,012945,Dean A. Foate,18011,0,1425,,4671.849,33.138,910.577,159.543,2332.97,6189.36
18070,2016,012945,Dean A. Foate,18011,0,4378.608,,5309.13,793.709,924.938,239.496,2174.722,5173.528
18070,2017,012945,Dean A. Foate,18011,0,0,,0,0,400,285.835,0,454.469
18346,2015,003969,"Keh-Shew Lu, Ph.D.",30854,0,17235,,1526.3,92.75,591.75,722.803,2829.2,3938.013
18346,2016,003969,"Keh-Shew Lu, Ph.D.",30854,0,25670,,2592.31,46.4,633.792,761.048,2116.4,3462.249
18346,2017,003969,"Keh-Shew Lu, Ph.D.",30854,12.707,19005.486,,2772.6,15,657.418,1095.773,3303.771,5525.314
18346,2018,003969,"Keh-Shew Lu, Ph.D.",30854,26.683,4061.695,,1060,0,689.32,1164.65,3688.02,6144.874
18346,2019,003969,"Keh-Shew Lu, Ph.D.",30854,28.01,10423.095,,11343.6,0,723.713,682.083,4842.72,7143.924
18346,2020,003969,"Keh-Shew Lu, Ph.D.",30854,0,12344.55,,8529.4,0,728.25,861.672,5255.838,7540.194
18346,2021,003969,"Keh-Shew Lu, Ph.D.",30854,168.058,15823.621,,0,0,728.25,442.382,5092.48,7760.878
18346,2022,003969,"Keh-Shew Lu, Ph.D.",30854,204.615,17831.988,,0,0,757.303,392.686,6250.51,9045.646
18346,2023,003969,"Keh-Shew Lu, Ph.D.",30854,0,17070.24,,0,0,805.753,393.176,8365.62,9483.816
18346,2024,003969,"Keh-Shew Lu, Ph.D.",30854,0,12210.66,,0,0,740.192,581.774,3821.6,4823.227
18569,2015,016101,Richard A. Gonzalez,46494,0,21453.361,,5566.892,5682.068,1588.461,382.471,9747.455,18362.787
18569,2016,016101,Richard A. Gonzalez,46494,0,20997.3,,5003.409,3845.343,1600,355.012,9318.854,17738.393
18569,2017,016101,Richard A. Gonzalez,46494,0,30550.689,,3559.635,20478.021,1638.462,314.905,9606.36,19128.539
18569,2018,016101,Richard A. Gonzalez,46494,0,28833.806,,9984.339,3175.178,1650,382.538,11509.09,20820.382
18569,2019,016101,Richard A. Gonzalez,46494,0,27584.726,,16561.981,4071.308,1650,385.507,8887.088,18243.878
18569,2020,016101,Richard A. Gonzalez,46494,0,29975.641,,22532.881,6486.88,1688.462,576.125,11644.996,21783.456
18569,2021,016101,Richard A. Gonzalez,46494,0,39876.112,,19063.121,15443.042,1700,300.59,12573.689,23131.161
18569,2022,016101,Richard A. Gonzalez,46494,0,44772.273,,43528.873,15041.168,1700,673.209,15301.308,25847.971
18569,2023,016101,Richard A. Gonzalez,46494,0,39046.551,,39715.928,4858.201,1700,519.099,13701.891,24330.356
18569,2024,016101,Richard A. Gonzalez,46494,0,39861.131,,45216.669,4165.589,1603.846,386.479,14998.65,26639.59
18580,2015,027794,Charles M. Swoboda,18560,0,540,,0,0,779.615,2.016,3610.4,5416.377
18580,2016,027794,Charles M. Swoboda,18560,0,1223.106,,0,0,785,2.79,5003.146,6048.9
18580,2017,027794,Charles M. Swoboda,18560,0,3171.843,,0,0,785,2.984,4507.033,5313.491
18580,2018,027794,Charles M. Swoboda,18560,0,3568.971,,552,0,328.866,1.441,0,2748.298
18929,2015,012142,Mark Vincent Hurd,44443,0,30778.125,,158142.75,38816.25,950,203.891,21870,41121.896
18929,2016,012142,Mark Vincent Hurd,44443,0,39716.251,,260376.875,44783.125,950,329.044,22190.625,40832.279
18929,2017,012142,Mark Vincent Hurd,44443,0,29564.79,,308555,21420,950,674.871,103700,108295.023
18929,2018,012142,Mark Vincent Hurd,44443,0,10673.362,,375674.25,16638.75,950,813.755,0,2481.646
18929,2019,012142,Mark Vincent Hurd,44443,0,0,,71656.646,0,356.653,0,0,727.444
19583,2015,117768,Jen-Hsun Huang,19666,0,3221.9,,34679.658,3772.592,1018.941,21579.038,6916.9,9431.101
19583,2016,117768,Jen-Hsun Huang,19666,0,22912.85,,175351.414,5582.828,996.216,21428.655,9188.4,12194.238
19583,2017,117768,Jen-Hsun Huang,19666,0,46901.858,,422675.5,0,999.985,21574.2375,9787.985,12993.532
19583,2018,117768,Jen-Hsun Huang,19666,0,11747.003,,236434.25,0,996.514,21503.421,11611.022,13642.838
19583,2019,117768,Jen-Hsun Huang,19666,0,14051.928,,405575.25,0,996.514,21462.889,9676.92,11492.28
19583,2020,117768,Jen-Hsun Huang,19666,0,32237.442,,694690.75,0,1017.355,21375.455,15279.78,19316.401
19583,2021,117768,Jen-Hsun Huang,19666,0,50530.302,,818680.713,0,996.216,84421.722,18660.407,23737.661
19583,2022,117768,Jen-Hsun Huang,19666,0,35042.666,,90900.75,0,996.832,86383.1863,19666.382,21356.924
19583,2023,117768,Jen-Hsun Huang,19666,0,87121.142,,0,0,996.514,86650.718,26676.414,34167.901
19583,2024,117768,Jen-Hsun Huang,19666,0,148853.92,,0,0,1486.199,859129.108,38811.306,49866.251
20238,2015,024782,John T. Hendrickson,20372,0,1456.073,,88.176,332.045,283.25,9.879,1450.103,1936.083
20238,2016,024782,John T. Hendrickson,20372,0,1031.582,,0,0,810.521,14.774,3437.04,5799.897
20238,2017,024782,John T. Hendrickson,20372,0,8076.219,,123.038,1798.411,900,18.61,4200.001,8322.229
20238,2018,024782,John T. Hendrickson,20372,0,2663.225,,0,0,211.731,11.885,0,4369.557
20625,2019,171007,William R. McDermott,64358,0,0,,0,2571.942,128.846,3.6,19684.038,41682.336
20625,2020,171007,William R. McDermott,64358,0,21542.179,,9889.081,35753.661,1000,14.503,18408.206,25124.056
20625,2021,171007,William R. McDermott,64358,0,19441.494,,13323.737,35872.571,1000,39.738,22984.959,165802.037
20625,2022,171007,William R. McDermott,64358,0,18706.072,,8163.393,7510.541,1166.667,17.317,27303.411,38502.528
20625,2023,171007,William R. McDermott,64358,0,9358.167,,43606.432,17810.004,1325,17.177,0,4828.73
20625,2024,171007,William R. McDermott,64358,0,49349.646,,177444.038,125711.743,1350,11.495,31460.267,37558.118
20629,2015,028195,Mark T. Mondello,20791,0,2395.995,,68.8,0,1050,1997.969,5642.594,10485.994
20629,2016,028195,Mark T. Mondello,20791,0,7020.649,,216,0,1100,1987.969,9407.615,10518.415
20629,2017,028195,Mark T. Mondello,20791,0,20051.304,,0,0,1100,1857.619,7928.8,11852.85
20629,2018,028195,Mark T. Mondello,20791,0,19291.448,,0,0,1150,1786.889,8452.294,11396.365
20629,2019,028195,Mark T. Mondello,20791,0,17901.958,,0,0,1215,1949.181,8140.83,11412.434
20629,2020,028195,Mark T. Mondello,20791,0,19518.091,,0,0,1144.904,2096.257,11561.52,13010.703
20629,2021,028195,Mark T. Mondello,20791,0,35030.496,,0,0,1133.221,1123.887,11159.6,15629.573
20629,2022,028195,Mark T. Mondello,20791,0,27774.18,,0,0,1248.846,1306.921,11110.207,16435.268
20629,2023,028195,Mark T. Mondello,20791,0,24955.002,,0,0,1255,1859.194,7976.991,13267.391
20629,2024,028195,Mark T. Mondello,20791,0,26069.837,,0,0,1049.039,1750.192,4686.056,8232.459
20629,2025,028195,Mark T. Mondello,20791,0,31429.116,,0,0,1000,1400.19,4505.556,8297.005
21474,2015,031607,"Alexander M. Davern, CPA",21755,0,0,,0,0,550,74.906,808,1491.335
